Date,open,high,low,close,volume,dividends,stock_splits,symbol
2025-07-28 00:00:00-04:00,214.02999877929688,214.85000610351562,213.05999755859375,214.0500030517578,37858000,0.0,0.0,AAPL
2025-07-29 00:00:00-04:00,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246094,51411700,0.0,0.0,AAPL
2025-07-30 00:00:00-04:00,211.89999389648438,212.38999938964844,207.72000122070312,209.0500030517578,45512500,0.0,0.0,AAPL
2025-07-31 00:00:00-04:00,208.49000549316406,209.83999633789062,207.16000366210938,207.57000732421875,80698400,0.0,0.0,AAPL
2025-08-01 00:00:00-04:00,210.8699951171875,213.5800018310547,201.5,202.3800048828125,104301700,0.0,0.0,AAPL
